year,week_index,start_day,end_day,deaths,baseline,excess
1992,0,1,7,2596,2330.641,-0.025375
1992,1,8,14,2188,2326.367,-0.059478
1992,2,15,21,2167,2267.811,-0.044453
1992,3,22,28,2259,2214.298,0.020188
1992,4,29,35,2270,2203.206,0.030317
1992,5,36,42,2257,2206.239,0.023008
1992,6,43,49,2309,2207.084,0.046177
1992,7,50,56,2215,2194.247,0.009458
1992,8,57,63,2133,2182.843,-0.022834
1992,9,64,70,2035,2168.220,-0.061442
1992,10,71,77,1967,2159.222,-0.089024
1992,11,78,84,1950,2154.633,-0.094973
1992,12,85,91,1991,2134.455,-0.067209
1992,13,92,98,2004,2104.970,-0.047968
1992,14,99,105,2072,2081.808,-0.004711
1992,15,106,112,2075,2039.762,0.017275
1992,16,113,119,1999,1988.976,0.005040
1992,17,120,126,1928,1949.359,-0.010957
1992,18,127,133,1945,1939.870,0.002644
1992,19,134,140,1997,1925.693,0.037029
1992,20,141,147,1928,1900.539,0.014449
1992,21,148,154,1935,1898.894,0.019014
1992,22,155,161,1904,1900.399,0.001895
1992,23,162,168,1897,1869.506,0.014706
1992,24,169,175,1795,1871.897,-0.041080
1992,25,176,183,2000,1897.825,0.053838
1992,26,184,190,2113,1883.067,-0.018158
1992,27,191,197,1843,1881.642,-0.020536
1992,28,198,204,1899,1887.323,0.006187
1992,29,205,211,1822,1882.729,-0.032256
1992,30,212,218,1886,1879.897,0.003247
1992,31,219,225,1891,1855.201,0.019297
1992,32,226,232,1753,1806.724,-0.029736
1992,33,233,239,1810,1779.873,0.016927
1992,34,240,246,1777,1782.298,-0.002973
1992,35,247,253,1812,1808.102,0.002156
1992,36,254,260,1872,1828.954,0.023536
1992,37,261,267,1903,1854.306,0.026260
1992,38,268,274,1969,1873.556,0.050943
1992,39,275,281,1832,1887.327,-0.029315
1992,40,282,288,1929,1907.340,0.011356
1992,41,289,295,2034,1925.724,0.056226
1992,42,296,302,2005,1941.379,0.032771
1992,43,303,309,2069,1952.350,0.059749
1992,44,310,316,1930,1942.865,-0.006621
1992,45,317,323,1978,1937.291,0.021013
1992,46,324,330,1959,1966.123,-0.003623
1992,47,331,337,1951,2012.369,-0.030496
1992,48,338,344,1941,2052.960,-0.054536
1992,49,345,351,2021,2095.729,-0.035658
1992,50,352,358,1962,2164.870,-0.093710
1992,51,359,366,2081,2257.754,-0.078288
1993,0,1,7,2767,2330.641,0.038824
1993,1,8,14,2295,2326.367,-0.013483
1993,2,15,21,2094,2267.811,-0.076643
1993,3,22,28,2100,2214.298,-0.051618
1993,4,29,35,2084,2203.206,-0.054106
1993,5,36,42,2084,2206.239,-0.055406
1993,6,43,49,2179,2207.084,-0.012724
1993,7,50,56,2093,2194.247,-0.046142
1993,8,57,63,2344,2182.843,0.073829
1993,9,64,70,2375,2168.220,0.095369
1993,10,71,77,2351,2159.222,0.088818
1993,11,78,84,2313,2154.633,0.073501
1993,12,85,91,2187,2134.455,0.024618
1993,13,92,98,2279,2104.970,0.082676
1993,14,99,105,2274,2081.808,0.092320
1993,15,106,112,2100,2039.762,0.029532
1993,16,113,119,2101,1988.976,0.056322
1993,17,120,126,1900,1949.359,-0.025320
1993,18,127,133,2015,1939.870,0.038729
1993,19,134,140,1927,1925.693,0.000679
1993,20,141,147,1967,1900.539,0.034970
1993,21,148,154,1833,1898.894,-0.034701
1993,22,155,161,2009,1900.399,0.057146
1993,23,162,168,1712,1869.506,-0.084250
1993,24,169,175,1815,1871.897,-0.030396
1993,25,176,182,2003,1897.825,0.055419
1993,26,183,189,1932,1883.067,0.025986
1993,27,190,196,1911,1881.642,0.015603
1993,28,197,203,1818,1887.323,-0.036731
1993,29,204,210,1861,1882.729,-0.011541
1993,30,211,217,1743,1879.897,-0.072821
1993,31,218,224,1755,1855.201,-0.054011
1993,32,225,231,1786,1806.724,-0.011470
1993,33,232,238,1739,1779.873,-0.022964
1993,34,239,245,1851,1782.298,0.038547
1993,35,246,252,1917,1808.102,0.060228
1993,36,253,259,1797,1828.954,-0.017471
1993,37,260,266,1938,1854.306,0.045135
1993,38,267,273,1839,1873.556,-0.018444
1993,39,274,280,1937,1887.327,0.026319
1993,40,281,287,1888,1907.340,-0.010140
1993,41,288,294,1923,1925.724,-0.001415
1993,42,295,301,1907,1941.379,-0.017709
1993,43,302,308,2091,1952.350,0.071017
1993,44,309,315,1989,1942.865,0.023746
1993,45,316,322,1974,1937.291,0.018949
1993,46,323,329,2152,1966.123,0.094540
1993,47,330,336,2348,2012.369,0.166784
1993,48,337,343,2340,2052.960,0.139818
1993,49,344,350,2388,2095.729,0.139460
1993,50,351,357,2423,2164.870,0.119236
1993,51,358,365,2267,2257.754,0.004095
1994,0,1,7,2674,2330.641,0.003908
1994,1,8,14,2298,2326.367,-0.012194
1994,2,15,21,2237,2267.811,-0.013586
1994,3,22,28,2074,2214.298,-0.063360
1994,4,29,35,2105,2203.206,-0.044574
1994,5,36,42,2153,2206.239,-0.024131
1994,6,43,49,2103,2207.084,-0.047159
1994,7,50,56,2154,2194.247,-0.018342
1994,8,57,63,2109,2182.843,-0.033829
1994,9,64,70,2021,2168.220,-0.067899
1994,10,71,77,1982,2159.222,-0.082077
1994,11,78,84,2012,2154.633,-0.066198
1994,12,85,91,2015,2134.455,-0.055965
1994,13,92,98,1924,2104.970,-0.085973
1994,14,99,105,1992,2081.808,-0.043139
1994,15,106,112,2022,2039.762,-0.008708
1994,16,113,119,2026,1988.976,0.018614
1994,17,120,126,1866,1949.359,-0.042762
1994,18,127,133,1950,1939.870,0.005222
1994,19,134,140,1847,1925.693,-0.040865
1994,20,141,147,1844,1900.539,-0.029749
1994,21,148,154,1883,1898.894,-0.008370
1994,22,155,161,1899,1900.399,-0.000736
1994,23,162,168,1981,1869.506,0.059638
1994,24,169,175,1961,1871.897,0.047600
1994,25,176,182,2112,1897.825,0.112853
1994,26,183,189,2028,1883.067,0.076966
1994,27,190,196,2067,1881.642,0.098509
1994,28,197,203,1993,1887.323,0.055993
1994,29,204,210,2215,1882.729,0.176484
1994,30,211,217,2184,1879.897,0.161766
1994,31,218,224,1787,1855.201,-0.036762
1994,32,225,231,1807,1806.724,0.000153
1994,33,232,238,1806,1779.873,0.014679
1994,34,239,245,1795,1782.298,0.007127
1994,35,246,252,1868,1808.102,0.033127
1994,36,253,259,1873,1828.954,0.024083
1994,37,260,266,1917,1854.306,0.033810
1994,38,267,273,1950,1873.556,0.040801
1994,39,274,280,1835,1887.327,-0.027726
1994,40,281,287,1905,1907.340,-0.001227
1994,41,288,294,2020,1925.724,0.048956
1994,42,295,301,1981,1941.379,0.020408
1994,43,302,308,1985,1952.350,0.016723
1994,44,309,315,1900,1942.865,-0.022063
1994,45,316,322,1847,1937.291,-0.046607
1994,46,323,329,1807,1966.123,-0.080932
1994,47,330,336,1909,2012.369,-0.051367
1994,48,337,343,1974,2052.960,-0.038461
1994,49,344,350,1862,2095.729,-0.111526
1994,50,351,357,1994,2164.870,-0.078929
1994,51,358,365,2135,2257.754,-0.054370
1995,0,1,7,2435,2274.310,-0.063177
1995,1,8,14,2168,2253.102,-0.037771
1995,2,15,21,2204,2186.206,0.008139
1995,3,22,28,2099,2154.357,-0.025695
1995,4,29,35,2084,2154.982,-0.032939
1995,5,36,42,2058,2168.720,-0.051053
1995,6,43,49,1994,2178.753,-0.084798
1995,7,50,56,2031,2173.237,-0.065449
1995,8,57,63,2038,2171.989,-0.061689
1995,9,64,70,2156,2144.569,0.005330
1995,10,71,77,2279,2109.385,0.080410
1995,11,78,84,2215,2088.026,0.060810
1995,12,85,91,2346,2073.515,0.131412
1995,13,92,98,2210,2078.329,0.063354
1995,14,99,105,2091,2089.255,0.000835
1995,15,106,112,2068,2067.350,0.000314
1995,16,113,119,2077,2014.457,0.031047
1995,17,120,126,2107,1951.652,0.079598
1995,18,127,133,1955,1943.316,0.006012
1995,19,134,140,1948,1930.429,0.009102
1995,20,141,147,1925,1910.492,0.007594
1995,21,148,154,1896,1903.074,-0.003717
1995,22,155,161,1844,1905.931,-0.032494
1995,23,162,168,1869,1883.116,-0.007496
1995,24,169,175,1968,1903.392,0.033943
1995,25,176,182,2168,1967.550,0.101878
1995,26,183,189,1911,1958.033,-0.024021
1995,27,190,196,1994,1933.634,0.031219
1995,28,197,203,1855,1927.581,-0.037654
1995,29,204,210,1858,1941.171,-0.042846
1995,30,211,217,2013,1910.987,0.053382
1995,31,218,224,1853,1836.164,0.009169
1995,32,225,231,1840,1793.397,0.025986
1995,33,232,238,1868,1791.923,0.042456
1995,34,239,245,1717,1816.091,-0.054563
1995,35,246,252,1798,1847.634,-0.026864
1995,36,253,259,1742,1868.647,-0.067775
1995,37,260,266,1841,1900.540,-0.031328
1995,38,267,273,1846,1905.781,-0.031368
1995,39,274,280,1938,1892.583,0.023998
1995,40,281,287,2004,1919.339,0.044110
1995,41,288,294,1824,1964.981,-0.071747
1995,42,295,301,1921,1988.058,-0.033731
1995,43,302,308,1855,2000.496,-0.072730
1995,44,309,315,1907,1964.298,-0.029170
1995,45,316,322,1943,1949.174,-0.003167
1995,46,323,329,1925,1987.504,-0.031449
1995,47,330,336,1983,2048.281,-0.031871
1995,48,337,343,2047,2081.052,-0.016363
1995,49,344,350,2145,2098.483,0.022167
1995,50,351,357,2418,2129.929,0.135249
1995,51,358,365,2431,2195.491,0.107269
1996,0,1,7,3228,2259.641,0.249978
1996,1,8,14,2556,2232.829,0.144736
1996,2,15,21,2336,2181.556,0.070795
1996,3,22,28,2257,2145.800,0.051822
1996,4,29,35,2332,2136.776,0.091364
1996,5,36,42,2354,2138.962,0.100534
1996,6,43,49,2307,2139.093,0.078494
1996,7,50,56,2271,2136.831,0.062789
1996,8,57,63,2219,2145.928,0.034051
1996,9,64,70,2138,2147.353,-0.004356
1996,10,71,77,2120,2140.127,-0.009404
1996,11,78,84,2142,2130.516,0.005390
1996,12,85,91,2091,2124.581,-0.015806
1996,13,92,98,2074,2111.460,-0.017741
1996,14,99,105,2129,2096.506,0.015499
1996,15,106,112,2106,2070.349,0.017220
1996,16,113,119,1963,2030.700,-0.033338
1996,17,120,126,1885,1978.995,-0.047496
1996,18,127,133,1903,1955.023,-0.026610
1996,19,134,140,1975,1934.498,0.020937
1996,20,141,147,1944,1913.511,0.015934
1996,21,148,154,1901,1900.144,0.000450
1996,22,155,161,2126,1896.013,0.121300
1996,23,162,168,1832,1885.608,-0.028430
1996,24,169,175,1694,1924.312,-0.119686
1996,25,176,183,1773,1988.917,-0.108560
1996,26,184,190,2053,1965.676,-0.086129
1996,27,191,197,1736,1936.262,-0.103427
1996,28,198,204,1976,1918.747,0.029839
1996,29,205,211,1858,1929.776,-0.037194
1996,30,212,218,1696,1916.679,-0.115136
1996,31,219,225,1765,1848.858,-0.045357
1996,32,226,232,1730,1807.659,-0.042961
1996,33,233,239,1706,1800.262,-0.052360
1996,34,240,246,1687,1805.400,-0.065581
1996,35,247,253,1732,1828.035,-0.052535
1996,36,254,260,1790,1846.301,-0.030494
1996,37,261,267,1876,1880.590,-0.002441
1996,38,268,274,1866,1896.090,-0.015869
1996,39,275,281,1848,1901.274,-0.028020
1996,40,282,288,1887,1925.108,-0.019795
1996,41,289,295,1794,1946.352,-0.078276
1996,42,296,302,1850,1962.372,-0.057264
1996,43,303,309,1767,1971.194,-0.103589
1996,44,310,316,1912,1949.235,-0.019102
1996,45,317,323,1828,1944.294,-0.059813
1996,46,324,330,1946,1976.802,-0.015582
1996,47,331,337,1998,2033.011,-0.017221
1996,48,338,344,1977,2075.874,-0.047630
1996,49,345,351,1962,2120.754,-0.074857
1996,50,352,358,2045,2183.424,-0.063398
1996,51,359,366,2287,2233.407,0.023996
1997,0,1,7,3140,2330.126,0.179121
1997,1,8,14,3044,2297.123,0.325136
1997,2,15,21,2910,2221.003,0.310219
1997,3,22,28,2620,2176.862,0.203567
1997,4,29,35,2495,2173.324,0.148011
1997,5,36,42,2343,2178.016,0.075749
1997,6,43,49,2304,2172.882,0.060343
1997,7,50,56,2078,2162.707,-0.039167
1997,8,57,63,2036,2159.175,-0.057047
1997,9,64,70,1935,2148.971,-0.099569
1997,10,71,77,1999,2138.244,-0.065121
1997,11,78,84,1969,2129.170,-0.075226
1997,12,85,91,1922,2119.717,-0.093275
1997,13,92,98,1842,2107.688,-0.126057
1997,14,99,105,1984,2098.529,-0.054576
1997,15,106,112,1831,2070.872,-0.115831
1997,16,113,119,1914,2020.604,-0.052758
1997,17,120,126,1941,1965.969,-0.012701
1997,18,127,133,1835,1947.545,-0.057788
1997,19,134,140,1960,1937.188,0.011776
1997,20,141,147,1783,1919.664,-0.071191
1997,21,148,154,1821,1912.557,-0.047871
1997,22,155,161,2022,1915.577,0.055557
1997,23,162,168,1764,1882.060,-0.062729
1997,24,169,175,1798,1890.522,-0.048940
1997,25,176,182,1822,1943.339,-0.062438
1997,26,183,189,1808,1928.339,-0.062405
1997,27,190,196,1848,1910.615,-0.032772
1997,28,197,203,1790,1911.800,-0.063710
1997,29,204,210,1765,1912.452,-0.077101
1997,30,211,217,1756,1884.472,-0.068174
1997,31,218,224,2036,1827.499,0.114091
1997,32,225,231,1898,1792.304,0.058972
1997,33,232,238,1790,1782.017,0.004480
1997,34,239,245,1657,1785.306,-0.071868
1997,35,246,252,1742,1809.950,-0.037543
1997,36,253,259,1831,1836.199,-0.002831
1997,37,260,266,1751,1874.519,-0.065894
1997,38,267,273,1896,1889.447,0.003468
1997,39,274,280,1855,1893.103,-0.020127
1997,40,281,287,1873,1911.194,-0.019984
1997,41,288,294,1890,1922.821,-0.017069
1997,42,295,301,1900,1933.983,-0.017571
1997,43,302,308,2113,1941.178,0.088514
1997,44,309,315,1978,1931.206,0.024230
1997,45,316,322,1989,1930.752,0.030169
1997,46,323,329,1831,1967.601,-0.069425
1997,47,330,336,1913,2021.770,-0.053799
1997,48,337,343,1934,2056.550,-0.059590
1997,49,344,350,1914,2095.135,-0.086455
1997,50,351,357,1975,2166.159,-0.088248
1997,51,358,365,1977,2257.350,-0.124194
1998,0,1,7,2364,2415.273,-0.143575
1998,1,8,14,2058,2439.306,-0.156317
1998,2,15,21,2042,2353.747,-0.132447
1998,3,22,28,1930,2261.236,-0.146485
1998,4,29,35,2125,2219.472,-0.042565
1998,5,36,42,2181,2197.678,-0.007589
1998,6,43,49,2280,2170.638,0.050382
1998,7,50,56,2244,2144.348,0.046472
1998,8,57,63,2221,2138.807,0.038430
1998,9,64,70,2362,2135.505,0.106061
1998,10,71,77,2328,2136.983,0.089386
1998,11,78,84,2407,2128.211,0.130997
1998,12,85,91,2456,2106.029,0.166176
1998,13,92,98,2332,2083.371,0.119340
1998,14,99,105,2267,2070.542,0.094883
1998,15,106,112,2192,2037.968,0.075581
1998,16,113,119,1926,2000.693,-0.037334
1998,17,120,126,1892,1957.109,-0.033268
1998,18,127,133,2155,1934.439,0.114018
1998,19,134,140,1942,1921.415,0.010714
1998,20,141,147,1817,1898.332,-0.042844
1998,21,148,154,1858,1899.199,-0.021693
1998,22,155,161,1889,1915.426,-0.013796
1998,23,162,168,1805,1873.024,-0.036318
1998,24,169,175,2000,1876.949,0.065559
1998,25,176,182,1774,1923.297,-0.077625
1998,26,183,189,1734,1915.881,-0.094934
1998,27,190,196,1750,1903.229,-0.080510
1998,28,197,203,1888,1897.803,-0.005165
1998,29,204,210,1782,1896.521,-0.060385
1998,30,211,217,1788,1875.681,-0.046746
1998,31,218,224,2020,1842.287,0.096463
1998,32,225,231,1704,1811.366,-0.059274
1998,33,232,238,1696,1781.477,-0.047981
1998,34,239,245,1794,1769.683,0.013741
1998,35,246,252,1833,1794.870,0.021244
1998,36,253,259,1846,1821.127,0.013658
1998,37,260,266,1892,1853.932,0.020534
1998,38,267,273,1860,1875.832,-0.008440
1998,39,274,280,1886,1888.196,-0.001163
1998,40,281,287,1926,1899.294,0.014061
1998,41,288,294,1923,1901.399,0.011361
1998,42,295,301,1915,1918.912,-0.002039
1998,43,302,308,1920,1942.364,-0.011514
1998,44,309,315,1972,1937.468,0.017823
1998,45,316,322,1844,1928.212,-0.043674
1998,46,323,329,2004,1953.776,0.025706
1998,47,330,336,2079,2011.400,0.033608
1998,48,337,343,2166,2048.719,0.057246
1998,49,344,350,2265,2084.146,0.086776
1998,50,351,357,2103,2159.948,-0.026365
1998,51,358,365,2170,2272.653,-0.045169
1999,0,1,7,2461,2363.197,-0.088787
1999,1,8,14,2131,2395.998,-0.110600
1999,2,15,21,2162,2328.611,-0.071550
1999,3,22,28,2156,2243.143,-0.038849
1999,4,29,35,2171,2220.435,-0.022264
1999,5,36,42,2172,2213.738,-0.018854
1999,6,43,49,2293,2191.660,0.046239
1999,7,50,56,2393,2158.773,0.108500
1999,8,57,63,2422,2133.199,0.135384
1999,9,64,70,2287,2128.649,0.074391
1999,10,71,77,2215,2139.046,0.035509
1999,11,78,84,2292,2148.982,0.066551
1999,12,85,91,2130,2139.446,-0.004415
1999,13,92,98,2062,2101.418,-0.018758
1999,14,99,105,1988,2076.884,-0.042797
1999,15,106,112,1900,2039.067,-0.068201
1999,16,113,119,1933,1987.664,-0.027502
1999,17,120,126,1897,1955.168,-0.029751
1999,18,127,133,1826,1947.307,-0.062295
1999,19,134,140,1884,1922.503,-0.020027
1999,20,141,147,1882,1885.293,-0.001747
1999,21,148,154,1990,1889.866,0.052985
1999,22,155,161,1775,1908.980,-0.070184
1999,23,162,168,1899,1884.343,0.007778
1999,24,169,175,1773,1887.784,-0.060804
1999,25,176,182,1877,1899.561,-0.011877
1999,26,183,189,1797,1879.444,-0.043866
1999,27,190,196,1924,1879.998,0.023406
1999,28,197,203,1949,1893.158,0.029497
1999,29,204,210,1833,1894.324,-0.032372
1999,30,211,217,2046,1888.591,0.083347
1999,31,218,224,1878,1866.494,0.006164
1999,32,225,231,1786,1813.258,-0.015033
1999,33,232,238,1803,1771.643,0.017700
1999,34,239,245,1835,1758.074,0.043756
1999,35,246,252,1880,1785.732,0.052790
1999,36,253,259,1792,1819.912,-0.015337
1999,37,260,266,1770,1851.947,-0.044249
1999,38,267,273,1787,1873.871,-0.046359
1999,39,274,280,1919,1885.607,0.017709
1999,40,281,287,1868,1900.863,-0.017288
1999,41,288,294,2013,1902.527,0.058067
1999,42,295,301,2023,1911.978,0.058067
1999,43,302,308,1929,1924.319,0.002432
1999,44,309,315,1952,1921.391,0.015931
1999,45,316,322,1949,1905.770,0.022684
1999,46,323,329,2067,1919.933,0.076600
1999,47,330,336,1956,1968.730,-0.006466
1999,48,337,343,2061,2011.395,0.024662
1999,49,344,350,2108,2047.673,0.029461
1999,50,351,357,2326,2115.635,0.099434
1999,51,358,365,2711,2230.668,0.215331
2000,0,1,7,3270,2364.440,0.210118
2000,1,8,14,2760,2370.326,0.164397
2000,2,15,21,2644,2316.775,0.141242
2000,3,22,28,2629,2250.263,0.168308
2000,4,29,35,2433,2232.140,0.089986
2000,5,36,42,2250,2228.750,0.009535
2000,6,43,49,2179,2224.082,-0.020270
2000,7,50,56,2082,2206.853,-0.056575
2000,8,57,63,2123,2189.356,-0.030308
2000,9,64,70,2021,2182.411,-0.073960
2000,10,71,77,2009,2189.124,-0.082281
2000,11,78,84,1957,2194.596,-0.108264
2000,12,85,91,1893,2171.018,-0.128059
2000,13,92,98,1925,2120.955,-0.092390
2000,14,99,105,2003,2077.339,-0.035786
2000,15,106,112,1956,2023.210,-0.033219
2000,16,113,119,2009,1973.688,0.017891
2000,17,120,126,1889,1947.982,-0.030279
2000,18,127,133,1948,1937.803,0.005262
2000,19,134,140,1842,1922.851,-0.042048
2000,20,141,147,1793,1894.567,-0.053610
2000,21,148,154,1831,1896.386,-0.034479
2000,22,155,161,1960,1897.080,0.033167
2000,23,162,168,1806,1861.340,-0.029731
2000,24,169,175,2041,1853.001,0.101457
2000,25,176,183,1877,1855.990,0.011320
2000,26,184,190,2209,1838.088,0.051568
2000,27,191,197,1794,1850.446,-0.030504
2000,28,198,204,1781,1863.168,-0.044101
2000,29,205,211,1901,1847.664,0.028867
2000,30,212,218,1871,1861.243,0.005242
2000,31,219,225,1927,1866.622,0.032346
2000,32,226,232,1904,1814.720,0.049198
2000,33,233,239,1846,1772.643,0.041383
2000,34,240,246,1671,1762.022,-0.051658
2000,35,247,253,1811,1784.383,0.014917
2000,36,254,260,1744,1805.137,-0.033868
2000,37,261,267,1840,1826.566,0.007355
2000,38,268,274,1891,1854.221,0.019835
2000,39,275,281,1852,1884.174,-0.017076
2000,40,282,288,1961,1900.141,0.032029
2000,41,289,295,1826,1902.170,-0.040044
2000,42,296,302,1889,1913.372,-0.012738
2000,43,303,309,1966,1923.462,0.022115
2000,44,310,316,2072,1930.004,0.073573
2000,45,317,323,2021,1930.161,0.047063
2000,46,324,330,1964,1953.294,0.005481
2000,47,331,337,2031,1990.821,0.020182
2000,48,338,344,1911,2036.104,-0.061443
2000,49,345,351,1925,2094.077,-0.080741
2000,50,352,358,2006,2185.835,-0.082273
2000,51,359,366,2177,2295.112,-0.051463
2001,0,1,7,2588,2452.892,-0.076804
2001,1,8,14,2250,2484.026,-0.094212
2001,2,15,21,2321,2416.616,-0.039566
2001,3,22,28,2250,2342.666,-0.039556
2001,4,29,35,2258,2302.711,-0.019417
2001,5,36,42,2241,2274.875,-0.014891
2001,6,43,49,2059,2255.566,-0.087147
2001,7,50,56,1983,2224.525,-0.108574
2001,8,57,63,2110,2193.619,-0.038119
2001,9,64,70,2203,2159.568,0.020111
2001,10,71,77,1976,2142.617,-0.077763
2001,11,78,84,2005,2134.010,-0.060454
2001,12,85,91,2073,2099.453,-0.012600
2001,13,92,98,2066,2066.176,-0.000085
2001,14,99,105,1861,2048.110,-0.091357
2001,15,106,112,2020,2002.671,0.008653
2001,16,113,119,1989,1951.386,0.019275
2001,17,120,126,1997,1921.841,0.039108
2001,18,127,133,2132,1921.418,0.109597
2001,19,134,140,1894,1904.697,-0.005616
2001,20,141,147,1975,1874.046,0.053869
2001,21,148,154,1942,1888.438,0.028363
2001,22,155,161,1883,1902.511,-0.010255
2001,23,162,168,1962,1862.117,0.053639
2001,24,169,175,1944,1844.698,0.053831
2001,25,176,182,2020,1830.151,0.103734
2001,26,183,189,1956,1817.843,0.076000
2001,27,190,196,1744,1827.026,-0.045443
2001,28,197,203,1823,1848.073,-0.013567
2001,29,204,210,1926,1841.545,0.045861
2001,30,211,217,1864,1852.359,0.006284
2001,31,218,224,1697,1870.522,-0.092767
2001,32,225,231,1931,1822.659,0.059441
2001,33,232,238,1994,1771.640,0.125511
2001,34,239,245,1822,1757.319,0.036807
2001,35,246,252,1759,1783.579,-0.013781
2001,36,253,259,1708,1805.871,-0.054196
2001,37,260,266,1839,1828.284,0.005861
2001,38,267,273,1955,1854.558,0.054159
2001,39,274,280,1791,1875.690,-0.045151
2001,40,281,287,1898,1892.083,0.003127
2001,41,288,294,1773,1899.073,-0.066386
2001,42,295,301,1740,1915.874,-0.091798
2001,43,302,308,1792,1940.956,-0.076744
2001,44,309,315,1895,1955.126,-0.030753
2001,45,316,322,1922,1947.937,-0.013315
2001,46,323,329,2037,1963.054,0.037669
2001,47,330,336,1959,1990.535,-0.015842
2001,48,337,343,1908,2013.037,-0.052178
2001,49,344,350,2108,2046.278,0.030163
2001,50,351,357,2250,2125.763,0.058444
2001,51,358,365,2381,2285.986,0.041564
2002,0,1,7,2802,2388.205,0.026608
2002,1,8,14,2481,2427.644,0.021978
2002,2,15,21,2600,2398.048,0.084215
2002,3,22,28,2485,2335.996,0.063786
2002,4,29,35,2517,2288.646,0.099777
2002,5,36,42,2308,2247.598,0.026874
2002,6,43,49,2146,2211.724,-0.029716
2002,7,50,56,2184,2179.270,0.002170
2002,8,57,63,2087,2170.826,-0.038615
2002,9,64,70,2099,2152.613,-0.024906
2002,10,71,77,2092,2124.385,-0.015244
2002,11,78,84,2003,2113.166,-0.052133
2002,12,85,91,2038,2089.230,-0.024521
2002,13,92,98,2060,2051.331,0.004226
2002,14,99,105,2060,2017.122,0.021257
2002,15,106,112,2083,1983.518,0.050154
2002,16,113,119,1939,1954.988,-0.008178
2002,17,120,126,1890,1943.902,-0.027729
2002,18,127,133,1917,1945.919,-0.014861
2002,19,134,140,1991,1909.141,0.042877
2002,20,141,147,1828,1875.272,-0.025208
2002,21,148,154,1954,1883.103,0.037649
2002,22,155,161,1843,1887.330,-0.023488
2002,23,162,168,1950,1876.681,0.039068
2002,24,169,175,1891,1886.485,0.002393
2002,25,176,182,1825,1874.060,-0.026178
2002,26,183,189,1835,1845.850,-0.005878
2002,27,190,196,1834,1829.544,0.002436
2002,28,197,203,1797,1837.735,-0.022166
2002,29,204,210,2105,1848.781,0.138588
2002,30,211,217,1890,1869.351,0.011046
2002,31,218,224,1749,1882.148,-0.070743
2002,32,225,231,1982,1854.087,0.068990
2002,33,232,238,1864,1815.534,0.026695
2002,34,239,245,1819,1785.679,0.018660
2002,35,246,252,1856,1789.817,0.036977
2002,36,253,259,1783,1798.238,-0.008474
2002,37,260,266,1805,1824.795,-0.010848
2002,38,267,273,1888,1858.832,0.015692
2002,39,274,280,1988,1874.300,0.060662
2002,40,281,287,1926,1889.525,0.019304
2002,41,288,294,1962,1892.324,0.036820
2002,42,295,301,1931,1905.063,0.013615
2002,43,302,308,1961,1937.979,0.011879
2002,44,309,315,1914,1958.775,-0.022859
2002,45,316,322,1967,1960.614,0.003257
2002,46,323,329,1908,1974.280,-0.033571
2002,47,330,336,1977,1988.718,-0.005892
2002,48,337,343,1992,2012.354,-0.010115
2002,49,344,350,2225,2067.249,0.076310
2002,50,351,357,2378,2154.381,0.103798
2002,51,358,365,2258,2278.442,-0.008972
2003,0,1,7,2570,2346.255,-0.041558
2003,1,8,14,2281,2344.511,-0.027089
2003,2,15,21,2279,2334.080,-0.023598
2003,3,22,28,2159,2306.721,-0.064039
2003,4,29,35,2201,2280.986,-0.035067
2003,5,36,42,2151,2237.747,-0.038765
2003,6,43,49,2214,2199.530,0.006579
2003,7,50,56,2305,2185.532,0.054663
2003,8,57,63,2291,2187.956,0.047096
2003,9,64,70,2191,2176.154,0.006822
2003,10,71,77,2085,2143.462,-0.027274
2003,11,78,84,2051,2127.785,-0.036087
2003,12,85,91,2056,2113.083,-0.027014
2003,13,92,98,2066,2083.104,-0.008211
2003,14,99,105,2251,2046.779,0.099777
2003,15,106,112,2206,2014.012,0.095326
2003,16,113,119,2041,1967.374,0.037424
2003,17,120,126,2005,1944.952,0.030874
2003,18,127,133,1861,1953.524,-0.047363
2003,19,134,140,1816,1918.378,-0.053367
2003,20,141,147,1923,1886.835,0.019167
2003,21,148,154,2090,1891.216,0.105109
2003,22,155,161,1918,1884.651,0.017695
2003,23,162,168,1928,1891.907,0.019077
2003,24,169,175,1863,1903.735,-0.021397
2003,25,176,182,1830,1880.577,-0.026894
2003,26,183,189,1723,1848.525,-0.067905
2003,27,190,196,2083,1831.223,0.137491
2003,28,197,203,1967,1854.000,0.060949
2003,29,204,210,1840,1887.820,-0.025331
2003,30,211,217,1845,1885.540,-0.021501
2003,31,218,224,2374,1865.308,0.272712
2003,32,225,231,1891,1854.076,0.019915
2003,33,232,238,1782,1833.397,-0.028033
2003,34,239,245,1774,1810.558,-0.020191
2003,35,246,252,1935,1806.960,0.070859
2003,36,253,259,1939,1801.815,0.076137
2003,37,260,266,1928,1828.725,0.054286
2003,38,267,273,1876,1866.611,0.005030
2003,39,274,280,1976,1890.171,0.045408
2003,40,281,287,1864,1904.264,-0.021144
2003,41,288,294,1946,1903.251,0.022461
2003,42,295,301,2020,1904.464,0.060666
2003,43,302,308,2001,1921.543,0.041350
2003,44,309,315,1990,1944.932,0.023172
2003,45,316,322,2051,1958.636,0.047157
2003,46,323,329,2036,1983.865,0.026280
2003,47,330,336,2047,2002.562,0.022191
